corbett,region,height,first_route_title,first_route_url,time_hours_min,time_hours_max,distance_km,ascent,scramble,exposed,spate,bog,river,pathless,toilet,bothy,pub,car_park,deer_fence,cow,bike,start_lat,start_lon,ascents,rating
Ben Hee,873m,NA,"Ben Hee, from West Merkland",https://www.walkhighlands.co.uk/sutherland/ben-hee.shtml,5,6,13.25,765,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58.2571,-4.77333,783,NA
Ben Ledi,879m,NA,Ben Ledi from the Pass of Leny,https://www.walkhighlands.co.uk/lochlomond/ben-ledi.shtml,4,6,10,760,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,56.2534,-4.2822,9380,NA
Ben Loyal,764m,NA,Ben Loyal from Ribigill,https://www.walkhighlands.co.uk/sutherland/ben-loyal.shtml,5.5,6.5,13.75,804,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,58.4575,-4.4281,1556,NA
Ben Rinnes,840m,NA,Ben Rinnes via the east ridge,https://www.walkhighlands.co.uk/moray/ben-rinnes.shtml,3,4,7.5,541,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,57.4082,-3.19207,4381,NA
Ben Tee,904m,NA,Ben Tee from Kilfinnan,https://www.walkhighlands.co.uk/fortwilliam/bentee.shtml,4,6,10,920,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,57.0214,-4.83904,1159,NA
Ben Tirran,896m,NA,Ben Tirran via Lochs Brandy and Wharral,https://www.walkhighlands.co.uk/angus/ben-tirran.shtml,4.5,6,14.5,752,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,56.8442,-3.1054,2301,NA
Ben Vrackie,841m,NA,Ben Vrackie from Moulin,https://www.walkhighlands.co.uk/perthshire/ben-vrackie.shtml,3.5,4.5,10.2,780,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,56.7155,-3.7277,7724,NA
Ben Vuirich,903m,NA,Ben Vuirich circuit from Loch Moraig,https://www.walkhighlands.co.uk/perthshire/ben-vuirich.shtml,7.5,8,22.75,673,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,56.7826,-3.7926,1053,NA
Benvane,821m,NA,"Benvane, from Glen Buckie",https://www.walkhighlands.co.uk/lochlomond/benvane.shtml,4,5,8.75,617,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,56.327,-4.38009,2907,NA
Bidein a' Chabair,867m,NA,Bidein a' Chabair from the head of Loch Arkaig,https://www.walkhighlands.co.uk/fortwilliam/bidein-a-chabair.shtml,9,10,26,1095,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,56.9719,-5.3123,440,NA
Binnein an Fhìdhleir (or Stob Coire Creagach),817m,NA,Stob Coire Creagach from Butterbridge,https://www.walkhighlands.co.uk/lochlomond/stob-coire-creagach.shtml,3,5,7,845,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,56.2457,-4.8509,1511,NA
Braigh nan Uamhachan,765m,NA,Braigh nan Uamhachan via Gleann Dubh Lighe,https://www.walkhighlands.co.uk/fortwilliam/braigh-nan-uamhachan.shtml,7,8,18.75,1038,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,56.864,-5.3976,680,NA
Breabag,815m,NA,Breabag and the Caves of Assynt,https://www.walkhighlands.co.uk/ullapool/breabag.shtml,7,9,20,778,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,58.1156,-4.9666,970,NA
Broad Law,840m,NA,"Broad Law, Cramalt Craig and Dollar Law",https://www.walkhighlands.co.uk/borders/broad-law.shtml,5.5,6.5,21.5,778,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,55.4691,-3.3451,2489,NA
Brown Cow Hill,829m,NA,Brown Cow Hill circular from Cock Bridge,https://www.walkhighlands.co.uk/cairngorms/brown-cow-hill.shtml,5.5,6.5,18,575,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,57.1653,-3.2347,1320,NA
Buidhe Bheinn,885m,NA,Buidhe Bheinn from Kinloch Hourn,https://www.walkhighlands.co.uk/fortwilliam/buidhe-bheinn.shtml,5.5,6,12,1070,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,57.1046,-5.3863,542,NA
Cairnsmore of Carsphairn,797m,NA,Cairnsmore of Carsphairn from the Green Well of Scotland,https://www.walkhighlands.co.uk/galloway/cairnsmore-of-carsphairn.shtml,3,5,11.5,656,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55.2229,-4.2696,1932,NA
Caisteal Abhail,859m,NA,Caisteal Abhail from North Sannox,https://www.walkhighlands.co.uk/arran/caisteal-abhail.shtml,5.5,6.5,10.5,838,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,55.673,-5.19294,1918,NA
Cam Chreag (Auch),884m,NA,"Beinn Odhar, Beinn Chaorach and Cam Chreag",https://www.walkhighlands.co.uk/argyll/beinn-odhar-cam-chreag.shtml,7,8,21,1367,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,56.4363,-4.7114,1257,NA
Cam Chreag (Glen Lyon),862m,NA,"Cam Chreag from Innerwick, Glen Lyon",https://www.walkhighlands.co.uk/perthshire/cam-chreag.shtml,3.5,4.5,12.75,640,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,56.5982,-4.30392,1124,NA
Canisp,847m,NA,Canisp from the east,https://www.walkhighlands.co.uk/ullapool/canisp.shtml,5,6,12,710,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58.0996,-4.9708,1767,NA
Càrn a' Choire Ghairbh,865m,NA,"Càrn a' Choire Ghairbh and Aonach Shasuinn, Affric",https://www.walkhighlands.co.uk/lochness/affric-corbetts.shtml,9,10,24.5,1228,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,57.2649,-4.9853,670,NA
Càrn a' Chuilinn,816m,NA,Càrn a' Chuilinn by Glen Doe,https://www.walkhighlands.co.uk/lochness/carn-a-chuilinn.shtml,5,6,17.25,681,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,57.1428,-4.6521,745,NA
Càrn an Fhreiceadain,878m,NA,Càrn an Fhreiceadain from Kingussie,https://www.walkhighlands.co.uk/cairngorms/carn-an-fhreiceadain.shtml,4,5,18,682,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,57.0808,-4.0549,1734,NA
Càrn Bàn,842m,NA,Càrn Ban via Alladale,https://www.walkhighlands.co.uk/sutherland/carn-ban-alladale.shtml,11,12,38.5,935,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,57.8653,-4.5902,582,NA
Càrn Chuinneag,839m,NA,"Càrn Chuinneag, from Glencalvie Lodge",https://www.walkhighlands.co.uk/sutherland/carn-chuinneag.shtml,5.5,6.5,18.5,769,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,57.8653,-4.5905,930,NA
Càrn Dearg (North of Gleann Eachach),815m,NA,The Càrn Dearg Eachachs from Glen Roy,https://www.walkhighlands.co.uk/fortwilliam/carn-deargs-eachach.shtml,5.5,6,14,767,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,56.9812,-4.7431,854,NA
Càrn Dearg (South of Gleann Eachach),768m,NA,The Càrn Dearg Eachachs from Glen Roy,https://www.walkhighlands.co.uk/fortwilliam/carn-deargs-eachach.shtml,5.5,6,14,767,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,56.9812,-4.7431,848,NA
Càrn Dearg - Glen Roy,834m,NA,Càrn Dearg from Glen Roy,https://www.walkhighlands.co.uk/fortwilliam/carn-dearg-bhrunachain.shtml,4,6,9,674,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,56.9793,-4.7487,791,NA
Càrn Dearg Mòr,857m,NA,Leathad an Taobhain and Càrn Dearg Mòr from Glen Feshie,https://www.walkhighlands.co.uk/cairngorms/leathad-an-taobhain.shtml,9,10,33.5,989,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,57.0631,-3.897,947,NA
Càrn Ealasaid,792m,NA,Càrn Ealasaid from the north,https://www.walkhighlands.co.uk/cairngorms/carn-ealasaid.shtml,3,3.5,10.25,472,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,57.2201,-3.2863,1389,NA
Càrn Mòr (Glen Dessarry),829m,NA,Càrn Mòr from the head of Loch Arkaig,https://www.walkhighlands.co.uk/fortwilliam/carn-mor.shtml,6.5,7.5,21,1015,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,56.9714,-5.3124,466,NA
Càrn Mòr (Ladder Hills),804m,NA,Càrn Mòr and the Ladder Hills from Glenlivet,https://www.walkhighlands.co.uk/cairngorms/ladder-hills.shtml,4,5,14.5,519,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,57.273,-3.2578,1409,NA
Càrn na Drochaide,818m,NA,Càrn na Drochaide from Linn of Quoich,https://www.walkhighlands.co.uk/cairngorms/carn-na-drochaide.shtml,4,5,12.5,637,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,57.0017,-3.4554,1577,NA
Càrn na Nathrach,786m,NA,Càrn na Nathrach from Glen Hurich,https://www.walkhighlands.co.uk/fortwilliam/carn-na-nathrach.shtml,6,7,17.25,886,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,56.7462,-5.5744,543,NA
Càrn na Saobhaidhe,811m,NA,Càrn na Saobhaide via Dunmaglass,https://www.walkhighlands.co.uk/lochness/carn-na-saobhaidhe.shtml,7,7.5,26.5,647,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,57.2897,-4.3123,715,NA
Cìr Mhòr,799m,NA,Beinn Tarsuinn and Cìr Mhòr,https://www.walkhighlands.co.uk/arran/cir-mhor.shtml,7.5,9,17.25,1164,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55.5916,-5.17462,2146,NA
Clisham,799m,NA,Clisham - direct route,https://www.walkhighlands.co.uk/outer-hebrides/clisham-direct.shtml,3.5,4,5.25,629,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,57.951,-6.7786,1898,NA
Cnoc Coinnich,764m,NA,The Brack and Cnoc Coinnich from Ardgartan,https://www.walkhighlands.co.uk/lochlomond/the-brack.shtml,6,7.5,15.5,1086,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,56.1946,-4.7913,1629,NA
Conachcraig,865m,NA,Conachcraig from Easter Balmoral,https://www.walkhighlands.co.uk/cairngorms/conachcraig.shtml,6,7,22.25,679,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,57.0396,-3.2166,1874,NA
Corryhabbie Hill,781m,NA,Corryhabbie Hill from Glen Rinnes,https://www.walkhighlands.co.uk/moray/corryhabbie-hill.shtml,4,5,12.75,525,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,57.3775,-3.2164,1546,NA
Corserine,814m,NA,Corserine and the Rhinns of Kells,https://www.walkhighlands.co.uk/galloway/corserine.shtml,5,7,16.5,903,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,55.1494,-4.2725,1862,NA
Cranstackie,801m,NA,Cranstackie and Beinn Spionnaidh from Carbreck,https://www.walkhighlands.co.uk/sutherland/cranstackie.shtml,6,8,12,1030,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58.4892,-4.8623,948,NA
Creach Bheinn (Loch Creran),810m,NA,"Creach Bheinn from Druimavuic, Loch Creran",https://www.walkhighlands.co.uk/argyll/creach-bheinn.shtml,5,6,14.25,899,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56.5556,-5.2412,904,NA
Creach Bheinn (Morvern),853m,NA,Creach Bheinn and Fuar Bheinn via the Glengalmadale Horseshoe,https://www.walkhighlands.co.uk/fortwilliam/creach-bheinn.shtml,7,9,16,1428,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,56.6213,-5.4791,747,NA
Creag an Dail Bheag,863m,NA,Culardoch and Creag an Dail Bheag from Keiloch,https://www.walkhighlands.co.uk/cairngorms/culardoch.shtml,7.5,8.5,23.75,853,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,57.0057,-3.338,1276,NA
Creag Mac Ranaich,809m,NA,Creag Mac Ranaich and Meall an t-Seallach from Lochearnhead,https://www.walkhighlands.co.uk/lochlomond/creag-mac-ranaich.shtml,7,8,20.5,984,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,56.3853,-4.2803,1819,NA
Creag Mhòr,895m,NA,Creag Mhòr and Loch Avon from Glenmore,https://www.walkhighlands.co.uk/cairngorms/creag-mhor.shtml,8,10,32,868,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,57.1591,-3.6816,1090,NA
Creag nan Gabhar,834m,NA,Creag nan Gabhar circuit,https://www.walkhighlands.co.uk/cairngorms/creag-nan-gabhar.shtml,5,6,14.5,479,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,56.9774,-3.39,2079,NA
Creag Rainich,807m,NA,Craig Rainich via Loch a'Bhraoin,https://www.walkhighlands.co.uk/ullapool/creag-rainich.shtml,6,7,17.5,620,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,57.7374,-5.09,778,NA
Creag Uchdag,879m,NA,Creag Uchdag from Glen Lednock,https://www.walkhighlands.co.uk/perthshire/creag-uchdag.shtml,5.5,6.5,15,667,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,56.4209,-4.0395,1220,NA
Creagan na Beinne,888m,NA,Creagan na Beinne from Ardtalnaig,https://www.walkhighlands.co.uk/perthshire/creagan-na-beinne.shtml,5,6,18,775,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56.5276,-4.1119,1116,NA
Cruach Innse,857m,NA,The Innses from Corriechoille,https://www.walkhighlands.co.uk/fortwilliam/cruach-innse.shtml,6,7,13,890,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56.8682,-4.86347,1127,NA
Cùl Beag,769m,NA,Cùl Beag from the east,https://www.walkhighlands.co.uk/ullapool/cul-beag.shtml,4,5,10.5,729,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,58.0227,-5.0757,1673,NA
Cùl Mòr,849m,NA,Cùl Mòr from the east,https://www.walkhighlands.co.uk/ullapool/culmor.shtml,4,5.5,13.5,808,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58.0367,-5.0693,2405,NA
Culardoch,900m,NA,Culardoch and Creag an Dail Bheag from Keiloch,https://www.walkhighlands.co.uk/cairngorms/culardoch.shtml,7.5,8.5,23.75,853,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,57.0057,-3.338,1406,NA
Druim Tarsuinn,770m,NA,"The Sgùrr Ghiubhsachain round, from Callop",https://www.walkhighlands.co.uk/fortwilliam/sgurr-ghiubhsachain.shtml,9,11,21.75,1454,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,56.8579,-5.4068,564,NA
Dùn da Ghaoithe,766m,NA,Dùn da Ghaoithe via the masts,https://www.walkhighlands.co.uk/mull/dun-da-ghaoithe.shtml,4,5,15,843,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56.451,-5.6941,1088,NA
Faochaig,868m,NA,Sguman Coinntich and Faochaig from Killilan,https://www.walkhighlands.co.uk/kintail/sguman-coinntich.shtml,9,10,25,1198,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,57.3169,-5.4221,549,NA
Farragon Hill,783m,NA,Meall Tairneachan and Farragon Hill via the Foss mine track,https://www.walkhighlands.co.uk/perthshire/farragon-hill.shtml,5.5,6.5,17.25,878,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,56.6812,-3.99299,1410,NA
Foinaven,911m,NA,Foinaven circuit from Gualin House,https://www.walkhighlands.co.uk/sutherland/foinaven.shtml,8,9,18.5,982,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58.4658,-4.9022,1118,NA
Fraoch Bheinn,858m,NA,Sgùrr Mhurlagain and Fraoch Bheinn,https://www.walkhighlands.co.uk/fortwilliam/sgurr-mhurlagain.shtml,6.5,8,15,1243,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,56.9716,-5.3122,620,NA
Fraochaidh,879m,NA,Fraochaidh from Ballachulish,https://www.walkhighlands.co.uk/fortwilliam/fraochaidh.shtml,7,8,21,1113,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,56.6783,-5.12979,780,NA
Fuar Bheinn,766m,NA,Creach Bheinn and Fuar Bheinn via the Glengalmadale Horseshoe,https://www.walkhighlands.co.uk/fortwilliam/creach-bheinn.shtml,7,9,16,1428,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,56.6213,-5.4791,751,NA
Fuar Tholl,907m,NA,Fuar Tholl from Achnashellach,https://www.walkhighlands.co.uk/torridon/fuar-tholl.shtml,5.5,7,14.5,919,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,57.4818,-5.3292,1319,NA
Gairbeinn,896m,NA,Gairbeinn and Corrieyairack Hill from Melgarve,https://www.walkhighlands.co.uk/cairngorms/gairbeinn.shtml,5,6.5,15.5,754,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,57.0289,-4.5264,836,NA
Garbh Bheinn (Ardgour),885m,NA,Garbh Bheinn via the southeast ridge,https://www.walkhighlands.co.uk/fortwilliam/garbh-bheinn-ardgour.shtml,5,6,8,978,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56.6832,-5.3844900000000004,1295,NA
Garbh Bheinn (Loch Leven),867m,NA,Garbh Bheinn from Loch Leven,https://www.walkhighlands.co.uk/fortwilliam/garbh-bheinn-loch-leven.shtml,4.5,6,6,865,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56.7019,-5.035,1232,NA
Garbh-bheinn (Skye),808m,NA,Garbh Bheinn and Belig circular,https://www.walkhighlands.co.uk/skye/garbhbheinn.shtml,5,7,10,1070,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,57.2644,-6.0915,1073,NA
Geal Charn (Arkaig),804m,NA,Meall na h-Eilde and Geal Charn from Loch Arkaig,https://www.walkhighlands.co.uk/fortwilliam/meall-na-h-eilde.shtml,6.5,7,17,1017,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56.9576,-5.03209,763,NA
Geal Charn (Dorback),821m,NA,Geal Charn from Dorback Lodge,https://www.walkhighlands.co.uk/cairngorms/geal-charn-dorback.shtml,3.5,4,13.25,524,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,57.2327,-3.5298,1189,NA
Geal-charn Mòr,824m,NA,Geal Charn Mòr from Lynwilg near Aviemore,https://www.walkhighlands.co.uk/cairngorms/geal-charn-mor.shtml,3,4.5,12.5,608,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,57.1735,-3.8507,2432,NA
Glamaig,775m,NA,Glamaig and the Red Hills circuit from Sligachan,https://www.walkhighlands.co.uk/skye/red-hills.shtml,6,8,13,1215,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,57.2905,-6.1714,1347,NA
Glas Bheinn (Assynt),776m,NA,Glas Bheinn from Inchnadamph,https://www.walkhighlands.co.uk/ullapool/glas-bheinn.shtml,5.5,6.5,15.75,770,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,58.1485,-4.9734,1105,NA
